RowNumber,CustomerId,Department,Gender,Years of Experience,Salary
5461,15668894,IT,Male,15.7,120646.4
5462,15589563,Marketing,Male,5.4,41409.36
5463,15693162,Banking,Female,14.6,112317.89
5464,15750099,Banking,Female,19.8,152128.36
5465,15795540,Banking,Female,23.1,177670.57
5466,15794941,IT,Female,24.6,189159.97
5467,15611848,IT,Male,20.7,159403.68
5468,15581237,Marketing,Male,19.4,149536.15
5469,15738150,Banking,Male,20.2,155492.87
5470,15678571,Banking,Male,3.2,24847.02
5471,15736124,Banking,Male,15,115387.4
5472,15623202,IT,Female,22.4,171971.25
5473,15804201,IT,Male,16.4,126106.4
5474,15596863,IT,Female,3.7,28228.35
5475,15696277,Banking,Female,18,138113.71
5476,15748608,IT,Male,5.6,43018.98
5477,15723864,Marketing,Male,10.9,83611.45
5478,15802390,Banking,Female,15.5,118863.38
5479,15774336,IT,Male,12,91947.74
5480,15648766,Marketing,Male,12.3,94488.82
5481,15659094,IT,Female,6.1,47058.21
5482,15606397,IT,Female,5.8,44719.5
5483,15642619,Marketing,Male,22.7,174478.54
5484,15666032,Marketing,Male,5.9,45611.51
5485,15595842,IT,Male,9.6,73853.94
5486,15753837,Marketing,Male,25.5,196517.43
5487,15783882,Marketing,Female,12.1,92914.67
5488,15799790,Banking,Male,4.1,31372.91
5489,15628155,Banking,Female,14.3,109733.73
5490,15703778,Banking,Male,4.7,36083.96
5491,15722322,Marketing,Female,24.5,188435.38
5492,15639278,IT,Female,22.1,169963.2
5493,15568487,Banking,Male,9,69320.97
5494,15682084,Banking,Male,4.7,36145.53
5495,15642821,Marketing,Female,17.9,137702.01
5496,15601387,Banking,Male,9.3,71594.26
5497,15642515,Banking,Female,8.5,65565.92
5498,15710421,Marketing,Female,13.2,101828.39
5499,15726774,Banking,Male,5.1,39546.32
5500,15649078,IT,Female,14.4,110805.79
5501,15641877,Banking,Male,0.3,2168.13
5502,15796496,Banking,Female,24.7,190067.12
5503,15815690,Marketing,Female,10.1,77789.01
5504,15631739,Marketing,Male,16.6,127654.37
5505,15625584,Banking,Male,10.3,79602.86
5506,15802466,Banking,Female,10.5,80619.17
5507,15697028,Marketing,Male,20.8,160346.3
5508,15575759,Marketing,Female,14.3,109638.78
5509,15567442,Banking,Female,0.2,1276.87
5510,15746805,Banking,Male,6.4,49374.82
5511,15636330,IT,Female,4.1,31580.8
5512,15714970,IT,Male,2.7,20560.69
5513,15653784,Banking,Male,11,84584.69
5514,15693543,Banking,Female,2,15246.83
5515,15773283,Banking,Male,4.2,32607.77
5516,15742534,IT,Female,20.3,155846.69
5517,15569878,Banking,Male,0.4,3232.82
5518,15729454,Banking,Male,23.1,177668.55
5519,15578375,Banking,Male,17.5,134441.6
5520,15785559,Banking,Male,14.4,111032.79
5521,15649414,Banking,Female,5.9,45214.04
5522,15701605,Banking,Male,8.7,67208.3
5523,15686696,Banking,Female,10.5,80985.88
5524,15625586,Banking,Male,21.8,167573.06
5525,15654975,Banking,Female,20.8,160110.65
5526,15782993,Banking,Male,16.6,127825.25
5527,15774382,IT,Male,16.1,123535.05
5528,15689602,Banking,Male,5.4,41595.3
5529,15756155,Banking,Male,12.7,97628.08
5530,15812647,Banking,Male,11.9,91359.79
5531,15736043,Banking,Male,12.7,97755.29
5532,15696744,Banking,Female,23.7,182528.44
5533,15602572,Banking,Male,18.6,142956.48
5534,15674765,Marketing,Male,1.4,10789.3
5535,15678725,Banking,Female,17,130461.09
5536,15694444,IT,Female,24.8,190994.48
5537,15795878,Marketing,Male,20.7,159463.8
5538,15735346,IT,Female,7.5,57589.29
5539,15687094,IT,Female,5.3,40437.67
5540,15790067,Marketing,Male,7.3,56459.45
5541,15605742,Banking,Male,5.2,39920
5542,15566740,Marketing,Male,19.3,148798.45
5543,15664897,Banking,Female,8.3,63737.19
5544,15585777,Banking,Male,20.1,154997.64
5545,15650864,Banking,Male,4.5,34777.23
5546,15806709,IT,Male,12.2,93718.16
5547,15633818,Banking,Male,17.3,133112.41
5548,15713845,Banking,Male,22.8,175479.92
5549,15639662,Banking,Male,0,96.27
5550,15567013,Marketing,Male,4,30804.68
5551,15777784,Banking,Female,25.6,197193.49
5552,15800251,IT,Female,12.6,96792.15
5553,15651315,Banking,Male,17.3,132719.8
5554,15651450,IT,Male,14.6,112157.31
5555,15784218,Marketing,Male,4.9,38015.34
5556,15572398,Marketing,Female,21.3,164018.98
5557,15707962,Banking,Male,6.1,46774.94
5558,15705663,IT,Female,24.7,189664.43
5559,15645355,IT,Male,3.4,26106.39
5560,15729557,IT,Male,24.9,191535.11
5561,15631436,Banking,Male,20.7,158937.55
5562,15583073,Marketing,Female,3.3,25222.6
5563,15614361,Marketing,Male,3.8,29296.74
5564,15724684,Marketing,Male,7.1,54394.28
5565,15700083,Marketing,Male,1.2,9234.06
5566,15636541,IT,Male,3.5,26796.73
5567,15796015,IT,Male,1.5,11796.89
5568,15787222,IT,Male,16.7,128461.29
5569,15594270,Banking,Male,1.9,14278.18
5570,15701524,Banking,Male,6.1,46811.77
5571,15645847,IT,Male,14.2,109393.19
5572,15708867,Marketing,Female,0.5,3966.5
5573,15613140,Banking,Male,8.2,63173.64
5574,15628893,Banking,Male,8.6,66367.33
5575,15764073,Marketing,Female,2.1,16274.67
5576,15782879,Banking,Male,23.5,180553.48
5577,15635964,IT,Male,14,107563.16
5578,15726087,Banking,Female,13.1,100941.57
5579,15726313,Marketing,Female,14.3,110230.4
5580,15578073,Marketing,Male,18.5,142331.85
5581,15786249,Marketing,Male,25.9,199099.51
5582,15812850,Marketing,Male,11.2,85890.16
5583,15596972,Banking,Male,18.7,143938.27
5584,15620579,Marketing,Female,17.1,131644.41
5585,15768270,Marketing,Female,14.6,112395.98
5586,15656597,IT,Male,9.3,71856.3
5587,15699446,IT,Female,4.7,35770.84
5588,15615004,Banking,Female,16.2,124364.63
5589,15704771,Banking,Female,10.2,78101.29
5590,15588372,IT,Female,18.6,143096.49
5591,15681439,IT,Male,1.8,14073.11
5592,15607509,Banking,Male,6.2,47388.41
5593,15670343,Marketing,Male,9.4,72306.07
5594,15597968,Marketing,Male,24,184839.7
5595,15658432,Banking,Male,6.2,47886.44
5596,15616431,Banking,Male,17,130474.03
5597,15796957,Marketing,Male,9.5,73181.39
5598,15815552,Banking,Female,8.5,65706.86
5599,15631871,IT,Female,13.6,104379.36
5600,15635870,IT,Female,25,192146.63
5601,15596713,Banking,Male,8.7,66977.68
5602,15684211,Marketing,Female,20.6,158742.81
5603,15760521,Banking,Female,24.6,189414.74
5604,15608408,Marketing,Male,20.7,159130.32
5605,15804721,Banking,Male,12.7,97640.2
5606,15730272,Banking,Male,11.2,86022.09
5607,15741988,IT,Female,1.3,10014.72
5608,15771728,IT,Male,2.3,17384.21
5609,15605113,Banking,Female,18.6,143315.57
5610,15661945,Marketing,Female,4.1,31669.18
5611,15783816,Banking,Female,1.7,12761.16
5612,15721207,IT,Male,12.1,93429.95
5613,15764072,Banking,Female,5.5,42012.55
5614,15689412,Banking,Female,2.1,15798.7
5615,15798385,Marketing,Female,7.3,56408.14
5616,15775339,Banking,Female,0.6,4696.44
5617,15585256,Marketing,Male,3.3,25042.1
5618,15797329,Banking,Male,17,130442.08
5619,15780220,Banking,Male,17.7,136521.82
5620,15648951,Marketing,Male,25.9,199108.88
5621,15752409,Banking,Male,16.2,124596.63
5622,15807524,Banking,Female,17.5,134394.78
5623,15766649,Banking,Male,18.8,144275.39
5624,15696812,Marketing,Male,16,123410.23
5625,15581295,Marketing,Female,18.6,143298.06
5626,15663234,Banking,Female,16.8,129562.74
5627,15741417,Marketing,Female,0.6,4595.05
5628,15695174,Banking,Male,19.1,146715.07
5629,15665168,IT,Female,21.3,163558.36
5630,15601503,Marketing,Male,0.9,6947.09
5631,15706131,Marketing,Female,1.2,9170.54
5632,15782758,Banking,Male,26,199674.83
5633,15591091,Banking,Male,20.4,157166.79
5634,15715877,Banking,Male,6,46072.52
5635,15756918,Banking,Female,0.5,3524.69
5636,15746662,Marketing,Female,5.9,45563.94
5637,15626679,Banking,Male,7.7,59103.13
5638,15793343,Banking,Female,24.6,189558.44
5639,15576774,Banking,Female,6,45779.9
5640,15801316,Banking,Male,2.8,21859.06
5641,15800514,IT,Female,21.2,162699.7
5642,15662232,IT,Male,1.1,8567.18
5643,15737778,Marketing,Female,17.3,132943.88
5644,15782096,Marketing,Female,1.7,12916.32
5645,15783522,Marketing,Female,16.7,128799.86
5646,15785373,Marketing,Female,12.9,99347.8
5647,15756272,IT,Female,5.3,40980.87
5648,15615245,Banking,Male,5.2,40368.65
5649,15600174,Banking,Male,12.3,94738.54
5650,15752956,Marketing,Male,11.5,88842.8
5651,15644882,IT,Female,17.8,136934.91
5652,15766272,IT,Female,14.2,109356.53
5653,15800620,Banking,Female,26,199635.93
5654,15569764,IT,Female,20.6,158408.23
5655,15747458,Marketing,Female,12.5,95936.84
5656,15573171,Marketing,Male,16.5,126688.83
5657,15736769,Banking,Female,19.6,150850.29
5658,15763381,Banking,Male,3.6,27802
5659,15814430,Marketing,Male,4.2,32430.94
5660,15638607,Banking,Female,17.9,137332.37
5661,15737133,Marketing,Male,3.7,28601.68
5662,15613945,Banking,Female,14.1,108411.66
5663,15659937,Banking,Female,15.9,122518.5
5664,15765287,Banking,Female,1.2,9015.07
5665,15661723,Marketing,Male,12.3,94433.08
5666,15766064,Banking,Male,14.3,110371.84
5667,15649616,Marketing,Male,18.4,141364.62
5668,15719017,Banking,Female,2.1,16245.25
5669,15720919,Banking,Male,14.1,108348.94
5670,15706706,IT,Male,22.3,171668.2
5671,15709653,Banking,Male,8.8,67364.42
5672,15805104,Banking,Female,14,107867.38
5673,15622442,Banking,Male,25.3,194310.1
5674,15572801,Marketing,Male,4.4,33950.08
5675,15767598,Marketing,Male,25.7,197588.32
5676,15757897,Banking,Female,0.1,428.23
5677,15568104,Banking,Female,4.5,34948.77
5678,15763414,IT,Male,10.7,82084.3
5679,15732265,Banking,Male,8.4,64804.59
5680,15621974,IT,Female,10.9,83556.65
5681,15803947,IT,Female,9.4,71926.28
5682,15720706,Marketing,Female,16,122925.44
5683,15759290,Marketing,Male,1.7,13133.88
5684,15651664,Banking,Female,8.2,62845.64
5685,15795132,Banking,Female,3.7,28411.23
5686,15811565,Marketing,Female,3.7,28640.92
5687,15713774,Marketing,Female,20.4,156787.34
5688,15691840,IT,Female,16.3,125307.87
5689,15682021,IT,Male,17.1,131736.23
5690,15612931,Marketing,Female,16.7,128262.14
5691,15676707,Marketing,Female,11.9,91366.42
5692,15601383,Marketing,Male,10.7,82290.81
5693,15662662,Banking,Female,8.6,66190.21
5694,15752694,Banking,Female,3.1,23920.65
5695,15590683,Banking,Female,5.9,45438.38
5696,15773591,Banking,Male,12.1,93360.35
5697,15723620,Banking,Male,1.9,14496.67
5698,15671779,Banking,Male,21.9,168521.72
5699,15672966,Marketing,Female,13.4,103318.44
5700,15624667,Banking,Male,11.3,87219.41
5701,15812888,Banking,Male,25.7,197490.39
5702,15724154,IT,Female,16.5,126812.63
5703,15749540,Banking,Male,12.3,94283.09
5704,15621063,Banking,Female,6.1,46857.52
5705,15661626,IT,Female,10.6,81491.7
5706,15698703,IT,Male,16.8,129107.97
5707,15801431,Marketing,Female,6.5,49732.9
5708,15649451,Banking,Male,11.5,88728.47
5709,15626156,Banking,Female,11.3,86981.45
5710,15606158,Banking,Female,0.5,3740.93
5711,15589496,Banking,Male,8.8,67949.32
5712,15730345,Banking,Female,19.2,147636.46
5713,15572038,IT,Male,24.6,188891.96
5714,15643439,Banking,Male,3.3,25482.62
5715,15604158,Banking,Female,2.4,18391.93
5716,15657396,Banking,Male,18.2,140168.36
5717,15709478,IT,Male,20.9,161064.29
5718,15628824,Banking,Female,23.9,183542.08
5719,15814519,Banking,Female,25.3,194238.92
5720,15636520,Banking,Male,1,7900.46
5721,15794414,Marketing,Male,6.7,51424.29
5722,15643671,IT,Male,19.8,152450.84
5723,15700650,Banking,Male,7.3,55816.2
5724,15680224,Banking,Female,4.3,32909.13
5725,15784286,Marketing,Male,13.1,100637.07
5726,15693996,Banking,Female,18.6,142911.99
5727,15764343,Marketing,Female,3.4,26287.21
5728,15704168,IT,Male,7.9,60775.76
5729,15680197,Banking,Male,19,146257.77
5730,15633729,Banking,Male,3.7,28332
5731,15577683,Banking,Female,13.1,100919.19
5732,15800746,Banking,Male,13.3,102591.9
5733,15788686,Marketing,Male,3.3,25554.4
5734,15742798,Banking,Female,19.8,152107.93
5735,15596647,Banking,Male,9,69381.05
5736,15756070,Marketing,Female,13.2,101728.46
5737,15775116,Banking,Male,11.6,89040.61
5738,15575428,IT,Female,2.2,16910.98
5739,15654074,Banking,Male,19.6,150468.35
5740,15695872,Banking,Female,23.1,177613.19
5741,15568885,IT,Female,15.7,120672.09
5742,15725036,Banking,Male,10,77142.85
5743,15632665,Banking,Male,16.6,127804.66
5744,15571476,Marketing,Male,20.6,158344.63
5745,15776850,Marketing,Female,21.7,167179.48
5746,15623649,Marketing,Male,2,15404.64
5747,15751131,Marketing,Female,20.3,156036.19
5748,15688128,Marketing,Male,18.8,144725.14
5749,15678412,Banking,Female,2.9,22558.74
5750,15770291,Banking,Female,19.2,147342.03
5751,15583392,IT,Male,11.1,85470.45
5752,15690731,Banking,Male,25.3,194656.11
5753,15697948,Marketing,Female,6.3,48505.1
5754,15608328,Marketing,Female,13.2,101491.23
5755,15766378,IT,Female,21.3,164117.69
5756,15600813,Banking,Male,16.2,124626.57
5757,15706217,IT,Male,4.5,34490.06
5758,15601417,Banking,Male,11.8,90967.37
5759,15610972,IT,Female,3.1,24208.84
5760,15674620,IT,Female,22.7,174873.09
5761,15785350,Marketing,Male,22.1,170262.97
5762,15749119,Banking,Female,14.6,112289.06
5763,15756535,IT,Male,12.2,93783
5764,15700965,Banking,Female,19.5,150026.79
5765,15791851,Banking,Female,13.3,102036.82
5766,15717156,Banking,Male,0.1,898.51
5767,15740846,Banking,Male,12.4,95124.4
5768,15573284,Banking,Female,1.5,11514.39
5769,15729083,Banking,Male,3.6,27468.72
5770,15611612,Banking,Female,4.8,37092.43
5771,15694381,Banking,Male,22.3,171587.9
5772,15651737,Marketing,Male,10.5,80828.78
5773,15663168,Banking,Male,22,169287.99
5774,15643426,Marketing,Female,1.7,13197.44
5775,15618245,IT,Male,7.1,54439.53
5776,15717527,Banking,Female,5,38186.85
5777,15793478,IT,Female,3.5,27274.6
5778,15642248,Marketing,Male,8.5,65758.19
5779,15640377,Banking,Female,12.7,97767.63
5780,15723950,Marketing,Male,15,115468.84
5781,15590327,IT,Female,12.8,98293.14
5782,15706199,IT,Male,23.7,182059.28
5783,15671514,Marketing,Female,16.7,128538.05
5784,15727041,Banking,Male,14.1,108841.83
5785,15738063,Banking,Male,2.4,18581.84
5786,15711733,Banking,Male,19.1,146821.42
5787,15652320,Banking,Male,13.1,100727.68
5788,15634180,IT,Male,5.1,39356.38
5789,15694566,Banking,Female,22.1,169921.11
5790,15726103,IT,Female,5.5,42364.75
5791,15646351,Marketing,Male,3.7,28823.04
5792,15730044,IT,Female,23.7,182436.81
5793,15795186,Banking,Male,15,115700.2
5794,15784890,Marketing,Female,2.2,16725.53
5795,15694125,Banking,Male,7.4,56875.76
5796,15565891,Banking,Male,7.3,56214.09
5797,15674254,Marketing,Female,25.1,193412.05
5798,15775206,Banking,Male,10.8,83263.04
5799,15797627,Marketing,Male,1.7,13404.4
5800,15649853,Banking,Female,24,184474.15
5801,15610379,Banking,Male,15.7,121124.53
5802,15659800,Marketing,Female,19.8,152567.75
5803,15716236,Banking,Male,1.4,10722.54
5804,15672053,Marketing,Male,7.5,58010.98
5805,15663933,IT,Female,21.2,163440.8
5806,15814236,Marketing,Female,13.3,102606.92
5807,15583597,Marketing,Male,10.5,80591.18
5808,15607395,Banking,Female,23.1,177362.45
5809,15694556,Banking,Male,15.6,120257.7
5810,15744109,Banking,Male,23.5,180622.02
5811,15800688,Marketing,Female,17,130404.53
5812,15810878,Marketing,Female,19.2,147797.54
5813,15587835,Banking,Male,7.5,57844.26
5814,15763515,Banking,Male,21.1,162523.66
5815,15725882,IT,Female,7.1,54495.82
5816,15788022,IT,Female,22,169183.66
5817,15663917,Banking,Male,10.4,80262.91
5818,15656865,IT,Male,1.1,8751.59
5819,15667971,IT,Female,13.3,102628.98
5820,15800366,Banking,Male,12.3,94823.95
5821,15717231,IT,Male,11.8,90821.66
5822,15643188,IT,Female,19.9,153194.32
5823,15671351,Marketing,Male,11.4,87310.59
5824,15573628,IT,Female,19,146411.41
5825,15698953,Marketing,Male,9.6,74048.1
5826,15753888,Marketing,Female,3,23386.77
5827,15737961,IT,Female,12.1,92898.17
5828,15801701,Marketing,Male,6,45956.05
5829,15684419,Marketing,Female,9.3,71738.56
5830,15794266,Banking,Male,13.5,103560.98
5831,15810711,IT,Male,6.8,52367.29
5832,15771270,Banking,Female,19.9,152916.05
5833,15607786,Banking,Male,0.6,4410.77
5834,15624519,IT,Female,9.7,74771.22
5835,15799910,Banking,Male,25.2,193817.63
5836,15602479,Marketing,Male,3.5,26793.82
5837,15617419,IT,Female,4.2,32526.64
5838,15657603,Banking,Female,0.1,824
5839,15570379,Marketing,Male,11.1,85250.77
5840,15772996,IT,Male,10.9,83508.93
5841,15729574,Marketing,Male,22.6,173599.38
5842,15737267,Banking,Female,10.3,79342.31
5843,15799128,Marketing,Female,7.5,57600.66
5844,15813327,Banking,Male,7.3,56191.99
5845,15711921,Banking,Male,0.9,6770.44
5846,15654300,IT,Male,13.2,101694.67
5847,15569945,Marketing,Male,9,69113.14
5848,15569666,Banking,Female,22.4,172674.36
5849,15681887,IT,Male,3.5,26606.28
5850,15608873,Banking,Male,6.9,53353.36
5851,15762091,IT,Female,8.3,63747.51
5852,15722053,Marketing,Male,24.7,190112.05
5853,15782100,Marketing,Male,14.3,110317.39
5854,15765300,IT,Male,19.3,148623.43
5855,15743570,Banking,Female,16.3,125253.46
5856,15608541,Banking,Male,13.3,101954.78
5857,15750671,Marketing,Male,21.9,168462.26
5858,15813659,Banking,Female,3.4,26215.85
5859,15757867,Banking,Female,12.6,97045.32
5860,15652914,Marketing,Male,7,53534.8
5861,15723818,Banking,Female,1.2,8949.2
5862,15713819,Banking,Male,21.2,163116.75
5863,15656484,Banking,Male,18.3,140745.91
5864,15778515,Banking,Male,22.3,171515.84
5865,15803840,Banking,Female,19.6,150803.44
5866,15735339,Banking,Male,10,76884.05
5867,15600392,Banking,Female,22.2,170454.93
5868,15625740,IT,Male,18.6,143104.3
5869,15663817,Banking,Male,7.2,55701.62
5870,15734461,IT,Male,24.2,186370.3
5871,15780142,Banking,Male,3.2,24275.32
5872,15709920,Banking,Female,6.6,50774.81
5873,15684248,Marketing,Male,20.1,154279.87
5874,15643158,Banking,Female,8.9,68462.59
5875,15693902,Banking,Male,11.8,91036.74
5876,15578307,Banking,Female,10.9,83681.97
5877,15585379,Banking,Male,25.9,199484.96
5878,15758510,Banking,Male,19.8,152491.22
5879,15692918,IT,Male,17.5,134875.37
5880,15705301,Banking,Male,24,184366.14
5881,15718231,Banking,Male,24.7,189839.93
5882,15567991,Marketing,Male,22.8,175643.44
5883,15772650,Banking,Male,0.4,3268.17
5884,15574795,Banking,Female,6.1,47089.72
5885,15706036,IT,Male,6.1,46562.02
5886,15723856,Banking,Female,8.1,62487.97
5887,15812920,IT,Male,23.6,181598.25
5888,15691287,IT,Female,8.4,64815.05
5889,15804797,Banking,Female,9.1,70196.23
5890,15708650,Banking,Female,20.8,160383.47
5891,15712777,Banking,Male,4.7,35848.12
5892,15786469,Banking,Female,11.3,87278.48
5893,15669219,IT,Male,12.3,94498.82
5894,15641004,Marketing,Female,17.4,133486.36
5895,15648067,Banking,Male,9.5,73107.6
5896,15704014,IT,Male,25.4,195333.98
5897,15645136,Marketing,Male,15.8,121525.48
5898,15709604,Banking,Male,22.6,173843.21
5899,15713637,Banking,Male,24.1,185227.42
5900,15793901,Banking,Female,16.3,125244.18
5901,15569759,Banking,Female,21.2,163113.41
5902,15712930,Banking,Male,16,123006.91
5903,15586504,Banking,Male,5.3,40463.03
5904,15677317,Banking,Female,17.1,131363.57
5905,15664270,IT,Male,24.5,188305.85
5906,15731519,Banking,Female,18.7,143994.86
5907,15745623,Banking,Male,11.6,89368.59
5908,15813862,Marketing,Male,20.6,158365.89
5909,15641934,Marketing,Female,10.2,78753.12
5910,15713043,Banking,Female,13.1,100408.31
5911,15700749,Banking,Female,3.2,24677.54
5912,15697567,Banking,Male,5.1,39570.78
5913,15715414,Banking,Female,20.2,155665.76
5914,15639530,Marketing,Male,21.9,168294.27
5915,15726058,IT,Male,11.4,87908.01
5916,15725665,Banking,Male,24.9,191198.92
5917,15698872,Marketing,Female,24.9,191207.03
5918,15812184,Banking,Female,16.8,128954.05
5919,15742609,IT,Male,7.8,59905.29
5920,15815043,Marketing,Male,21.1,162012.6
5921,15640648,Banking,Male,2.5,19231.98
5922,15627203,Marketing,Male,22.8,175749.36
5923,15786196,Banking,Female,7.9,60533.96
5924,15612095,Banking,Female,17.9,137508.42
5925,15674368,Banking,Female,24.6,189430.86
5926,15783477,IT,Female,0.9,6723.66
5927,15757559,Banking,Female,5.4,41371.68
5928,15591036,IT,Female,16.3,125140.72
5929,15761241,IT,Female,18.7,143683.75
5930,15695078,Banking,Male,22.2,170770.44
5931,15645744,Banking,Female,20.5,157397.57
5932,15566988,IT,Female,6.6,50595.15
5933,15749300,Banking,Female,6.6,50390.98
5934,15594340,Banking,Male,21.2,163150.03
5935,15607065,Banking,Male,18,138280.17
5936,15778089,Marketing,Male,17.6,135067.02
5937,15773723,Marketing,Female,21.3,163534.75
5938,15697035,Marketing,Female,11.3,86657.48
5939,15679668,Marketing,Male,21.1,162087.82
5940,15709861,IT,Male,3.8,28879.3
5941,15791958,Banking,Female,22,169203.51
5942,15791030,Banking,Female,13.3,102426.12
5943,15695339,IT,Male,7.1,54676.1
5944,15658813,Banking,Female,2.4,18369.33
5945,15715709,IT,Male,20.8,159888.1
5946,15722533,Banking,Female,21.8,167636.15
5947,15683118,Banking,Male,18.1,138889.15
5948,15672798,Banking,Female,25.9,199392.14
5949,15680112,IT,Female,24.6,189560.43
5950,15714575,IT,Female,2.3,17375.27
5951,15806808,IT,Female,18.2,140225.14
5952,15590637,Banking,Male,7.9,61018.85
5953,15657535,Marketing,Male,6.7,51907.72
5954,15696141,Marketing,Female,6.1,47018.75
5955,15811947,Banking,Male,4.4,33700.52
5956,15649024,Banking,Female,7.8,59636.43
5957,15594928,IT,Female,20.4,157147.59
5958,15765532,IT,Male,24.9,191393.26
5959,15741719,Banking,Female,26,199862.75
5960,15665629,Marketing,Female,2.6,20016.59
5961,15728917,Banking,Male,4,30635.52
5962,15762993,Marketing,Male,15.3,117832.88
5963,15571193,IT,Male,2.9,22497.1
5964,15653521,IT,Female,0.1,747.88
5965,15802220,Marketing,Male,10,76870.81
5966,15644132,Banking,Female,14,107848.24
5967,15600832,Banking,Female,13.5,103726.71
5968,15797919,Marketing,Male,23.2,178268.36
5969,15603743,Banking,Male,16.4,126281.83
5970,15579714,Banking,Female,25.6,196651.72
5971,15634295,Banking,Male,0.8,5962.3
5972,15786680,Marketing,Male,2.9,21928.81
5973,15623499,IT,Male,16.5,127022.87
5974,15691823,Banking,Male,21.2,162763.01
5975,15809279,Banking,Male,14.8,113950.51
5976,15758039,Banking,Male,13.6,104930.46
5977,15807163,Banking,Female,6.8,52337.97
5978,15631639,Banking,Female,23.4,179964.55
5979,15713770,Marketing,Male,10.9,83753.64
5980,15698167,Banking,Female,23.8,182913.95
5981,15781710,Marketing,Female,21.7,166720.28
5982,15801296,IT,Female,25.1,192721.98
5983,15704378,IT,Male,23.4,180241.44
5984,15767891,IT,Female,6.3,48475.12
5985,15640667,Banking,Female,16.5,126551.48
5986,15702145,Marketing,Male,8.4,64872.55
5987,15679738,Marketing,Female,12.7,98031.53
5988,15636634,IT,Female,12.2,93524.22
5989,15809227,Banking,Male,7.4,56991.66
5990,15601811,Banking,Female,23.9,183980.56
5991,15625494,Banking,Female,16.9,130234.63
5992,15723737,Banking,Male,4.2,32454.26
5993,15682955,Banking,Female,9.8,75396.43
5994,15758856,Banking,Male,21.8,167756.45
5995,15746065,IT,Male,3.2,24799.47
5996,15783865,Banking,Male,7.9,60429.43
5997,15745455,IT,Male,9.7,74241.09
5998,15583033,Banking,Female,10.2,78310.82
5999,15644212,Marketing,Male,15.5,119419.37
6000,15735688,Banking,Female,11.9,91305.77
6001,15658577,Banking,Female,3.3,25136.95
6002,15606887,Banking,Female,25.2,193880.6
6003,15783026,Banking,Female,6.2,47856.78
6004,15579892,Marketing,Male,0.6,4491.77
6005,15802088,Marketing,Female,13.2,101311.95
6006,15589323,Banking,Female,5,38830.72
6007,15636395,Banking,Female,3.5,26817.23
6008,15712772,Banking,Male,26,199727.72
6009,15700937,Marketing,Female,8.8,67445.85
6010,15766659,Marketing,Male,20.9,161002.29
6011,15814033,Marketing,Male,2.7,20778.39
6012,15783007,IT,Female,5.3,41042.4
6013,15654183,Banking,Female,8.8,67484.16
6014,15609899,Marketing,Male,15.8,121763.68
6015,15747323,Marketing,Male,20.5,157358.43
6016,15582591,Marketing,Male,14.3,110275.17
6017,15738835,IT,Male,5.7,43801.27
6018,15782404,Banking,Female,1.2,9085
6019,15697480,Banking,Male,18.6,143086.09
6020,15697045,Marketing,Female,13.1,100556.98
6021,15781234,Banking,Female,18.2,140000.29
6022,15579891,Banking,Male,24.3,186775.25
6023,15805690,Marketing,Female,17.4,133570.43
6024,15612139,Banking,Female,20.1,154990.58
6025,15568834,Marketing,Male,3.6,27654.44
6026,15709917,Banking,Female,17.9,137763.93
6027,15718843,Marketing,Male,3.3,25723.73
6028,15799494,IT,Male,24.2,186285.52
6029,15673439,Marketing,Female,18.5,142208.5
6030,15669011,Banking,Female,22.1,169862.01
6031,15581388,Marketing,Male,5.4,41365.85
6032,15743153,IT,Female,4,30812.84
6033,15579787,Banking,Male,20.2,155023.93
6034,15759966,Marketing,Female,20.7,159416.58
6035,15601045,Marketing,Male,9.9,76259.23
6036,15764021,Banking,Male,13.8,105965.25
6037,15687218,Banking,Female,6.6,50743.83
6038,15626452,Marketing,Male,19.2,147720.27
6039,15700964,IT,Female,21.8,167387.36
6040,15768887,Marketing,Male,12.4,95159.13
6041,15735358,Marketing,Male,0.6,4654.28
6042,15749472,Banking,Male,16.9,130376.68
6043,15685872,Banking,Female,22.6,173486.39
6044,15760851,Banking,Male,12.2,93881.75
6045,15734588,Banking,Male,4.7,36376.97
6046,15784594,IT,Female,16.7,128499.94
6047,15606435,IT,Male,13.8,105898.69
6048,15790247,Marketing,Male,1.6,11959.03
6049,15676433,Banking,Female,12.8,98810.78
6050,15625905,Marketing,Male,8.6,65906.07
6051,15626414,Banking,Male,19.7,151516.7
6052,15623220,Marketing,Female,4.8,37214.39
6053,15752857,IT,Male,12,92033.98
6054,15677908,Marketing,Male,25.4,195692.3
6055,15773013,Banking,Female,0.8,6342.84
6056,15623972,IT,Female,12.4,95148.28
6057,15738627,Banking,Male,2.8,21215.67
6058,15643392,Banking,Male,2.6,19700.24
6059,15684868,IT,Male,17.5,134396.64
6060,15627854,Marketing,Male,17.6,135077.01
6061,15669253,Marketing,Male,17.4,133600.89
6062,15758023,IT,Male,13,99922.08
6063,15574558,Marketing,Male,5.4,41399.33
6064,15635256,Banking,Male,20.7,159344.43
6065,15680399,Banking,Male,2.4,18364.19
6066,15674720,IT,Female,12.8,98162.44
6067,15580249,Banking,Male,11,84663.21
6068,15675431,Banking,Female,4.7,36536.93
6069,15698285,Banking,Female,10.3,79101.67
6070,15810775,Marketing,Male,2.2,16644.16
6071,15678173,Marketing,Male,20.6,158420.14
